id	decision	status	target_asset	evidence	notes
wechat-0249	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/planning-execution-loop.md;agent-dev-kit/docs/skill-agent-runtime-model.md	reports/wechat-absorb-batch-2026-05-23-p0-009.md	Multi-agent coordination and stage artifact guidance duplicates existing planning loop, runtime layering and worker contract.
wechat-0251	MERGE	absorbed-method-only	agent-dev-kit/docs/runbooks/skill-curation-delivery.md;agent-dev-kit/templates/planning/worker-contract.md	reports/wechat-absorb-batch-2026-05-23-p0-009.md	Absorbed generated asset pipeline gates for manifest, provenance, centralized truth commit, structural and semantic QA, and minimal repair; pet/imagegen/platform commands remain report-only.
wechat-0252	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/skill-curation-delivery.md;agent-dev-kit/docs/skill-agent-runtime-model.md;agent-dev-kit/optional-skills/adk-skill-composition-governance/references/adk-skill-lifecycle.md	reports/wechat-absorb-batch-2026-05-23-p0-009.md	Five Skill pattern and ADK source commentary duplicates existing pattern, progressive disclosure and workflow gate guidance; API claims remain report-only.
wechat-0256	MERGE	absorbed-method-only	agent-dev-kit/docs/runbooks/token-context-governance.md;agent-dev-kit/templates/context/project-map.md;agent-dev-kit/docs/runbooks/memory-governance.md	reports/wechat-absorb-batch-2026-05-23-p0-009.md	Absorbed external memory escalation threshold, continuity pack versus historical search distinction, raw evidence and fallback path; tools, MCP and install config remain report-only.
wechat-0258	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/planning-execution-loop.md	reports/wechat-absorb-batch-2026-05-23-p0-009.md	Workflow archive index is learning path only and not a durable ADK rule, gate or template.
wechat-0262	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/prompt-evolution-delivery.md;agent-dev-kit/docs/runbooks/spec-chain-delivery.md	reports/wechat-absorb-batch-2026-05-23-p0-009.md	Workflow percentage claims and review-cost discussion duplicate existing task card, prompt layering and delivery-value rules.
wechat-0264	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/skill-curation-delivery.md;agent-dev-kit/docs/skill-agent-runtime-model.md	reports/wechat-absorb-batch-2026-05-23-p0-009.md	Generic Agent Skills concept overview duplicates existing Skill modularity, runtime layering and curation boundaries.
wechat-0265	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/skill-curation-delivery.md	reports/wechat-absorb-batch-2026-05-23-p0-009.md	Skill-creator workflow article duplicates existing Skill Factory observe/propose/confirm/generate/validate boundary.
wechat-0266	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/skill-curation-delivery.md;agent-dev-kit/docs/skill-agent-runtime-model.md	reports/wechat-absorb-batch-2026-05-23-p0-009.md	Progressive disclosure overview duplicates existing metadata, SKILL.md, references and assets layering.
wechat-0268	REFERENCE_ONLY	reference-only	none	reports/wechat-absorb-batch-2026-05-23-p0-009.md	Model release, benchmark, pricing and platform-availability claims are time-sensitive and not durable ADK guidance.
wechat-0270	REFERENCE_ONLY	reference-only	none	reports/wechat-absorb-batch-2026-05-23-p0-009.md	Model comparison and ecosystem prediction article is trend context only and not a method-only ADK gate.
wechat-0272	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p0-009.md	Codex writing Skill tutorial includes Node/npm/API key/directory setup and platform operations without new durable ADK gate.
wechat-0273	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p0-009.md	SKM clone/import/projection flow conflicts with the declared source-to-live asset chain; no external skill manager imported.
wechat-0281	MERGE	absorbed-method-only	agent-dev-kit/docs/runbooks/token-context-governance.md;agent-dev-kit/templates/context/project-map.md;agent-dev-kit/docs/runbooks/security-supply-chain.md	reports/wechat-absorb-batch-2026-05-23-p0-009.md	Absorbed raw-source/generated-summary/schema/index-log layering and stale/conflict checks for long-term project wiki; VPS, Telegram, curl, cron, hook and web server setup rejected.
wechat-0287	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/skill-curation-delivery.md;agent-dev-kit/docs/runbooks/planning-execution-loop.md;agent-dev-kit/docs/runbooks/security-supply-chain.md	reports/wechat-absorb-batch-2026-05-23-p0-009.md	Framework comparison and star/install claims duplicate existing ADK planning, Skill curation and supply-chain gates.
wechat-0291	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p0-009.md	Weather Skill tutorial depends on third-party API key, install script, external repo and publishing flow; no ADK asset imported.
wechat-0299	MERGE	absorbed-method-only	agent-dev-kit/docs/runbooks/prompt-evolution-delivery.md	reports/wechat-absorb-batch-2026-05-23-p0-009.md	Absorbed single primary action, explicit action mode, checkpoint and stop-on-failure prompt task-card gates.
wechat-0301	MERGE	absorbed-method-only	agent-dev-kit/docs/runbooks/token-context-governance.md;agent-dev-kit/templates/planning/worker-contract.md	reports/wechat-absorb-batch-2026-05-23-p0-009.md	Absorbed generic session branch decisions for continue, rewind-to-evidence, fresh brief, compact-with-goal and subtask; Claude command semantics remain report-only.
wechat-0302	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/skill-agent-runtime-model.md;agent-dev-kit/docs/runbooks/planning-execution-loop.md;agent-dev-kit/templates/planning/worker-contract.md	reports/wechat-absorb-batch-2026-05-23-p0-009.md	Codex multi-agent layering, BLOCKED formalization and role I/O contracts are already covered by runtime model, planning loop and worker contract.
wechat-0303	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/planning-execution-loop.md;agent-dev-kit/docs/runbooks/skill-curation-delivery.md	reports/wechat-absorb-batch-2026-05-23-p0-009.md	Superpowers flow, TDD, debugging, verification and branch closeout duplicate existing ADK route coverage; install/platform claims remain report-only.
wechat-0304	MERGE	absorbed-method-only	agent-dev-kit/docs/runbooks/token-context-governance.md	reports/wechat-absorb-batch-2026-05-23-p0-009.md	Absorbed dependency/review graph as scope_read candidate rule with freshness, coverage, leak-risk and raw fallback requirements; tool install and benchmark claims remain report-only.
wechat-0305	MERGE	absorbed-method-only	agent-dev-kit/docs/runbooks/workspace-maintenance-guide.md;agent-dev-kit/docs/runbooks/memory-governance.md	reports/wechat-absorb-batch-2026-05-23-p0-009.md	Absorbed AGENTS project-experience maintenance rule: concrete future-behavior rules, revise rather than duplicate, and audit stale rules.
wechat-0309	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/skill-curation-delivery.md;agent-dev-kit/docs/runbooks/security-supply-chain.md	reports/wechat-absorb-batch-2026-05-23-p0-009.md	Recommended Skills list is candidate discovery only; clawhub installs, browser/proactive/memory/dot-skill and popularity claims remain report-only.
wechat-0311	MERGE	absorbed-method-only	agent-dev-kit/docs/runbooks/planning-execution-loop.md;agent-dev-kit/docs/runbooks/security-supply-chain.md	reports/wechat-absorb-batch-2026-05-23-p0-009.md	Absorbed enforcement level taxonomy: deterministic CLI/CI/hook, approval and advisory; OpenSpec/Superpowers/Agent Skills install/version/star claims remain report-only.
wechat-0313	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/skill-agent-runtime-model.md	reports/wechat-absorb-batch-2026-05-23-p0-009.md	Automation, Workflow and Agent abstraction distinction already exists in the runtime model; no new gate added.
wechat-0012	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p1-001.md	External OpenClaw/Gateway/Docker/install/server runtime rejected; overlapping pre-dispatch method is covered by wechat-0094 and wechat-0253.
wechat-0025	MERGE	absorbed-method-only	agent-dev-kit/docs/skill-agent-runtime-model.md;agent-dev-kit/templates/planning/worker-contract.md	reports/wechat-absorb-batch-2026-05-23-p1-001.md	Absorbed explicit Agent/runtime identity and split-new-agent threshold; no runtime-specific identity semantics imported.
wechat-0047	MERGE	absorbed-method-only	agent-dev-kit/skills/adk-test-strategy/SKILL.md;agent-dev-kit/docs/runbooks/security-supply-chain.md	reports/wechat-absorb-batch-2026-05-23-p1-001.md	Absorbed real-world test boundary and least-privilege AI execution environment; coverage-only conclusions rejected.
wechat-0061	MERGE	absorbed-method-only	agent-dev-kit/skills/adk-code-review-loop/SKILL.md;agent-dev-kit/skills/adk-commit-pr-quality-gate/SKILL.md	reports/wechat-absorb-batch-2026-05-23-p1-001.md	Absorbed review risk checklist and owner-confirmed high-risk review boundary.
wechat-0070	MERGE	absorbed-method-only	agent-dev-kit/skills/adk-commit-pr-quality-gate/SKILL.md;agent-dev-kit/skills/adk-worktree-governance/SKILL.md	reports/wechat-absorb-batch-2026-05-23-p1-001.md	Absorbed human owner, protected-branch and plan-schema/worktree gates for AI-assisted output.
wechat-0084	REFERENCE_ONLY	reference-only	agent-dev-kit/skills/adk-parallel-agent-governance/SKILL.md;agent-dev-kit/docs/skill-agent-runtime-model.md	reports/wechat-absorb-batch-2026-05-23-p1-001.md	Generic multi-agent framing duplicates existing runtime and parallel governance; no new durable gate.
wechat-0094	MERGE	absorbed-method-only	agent-dev-kit/docs/runbooks/planning-execution-loop.md;agent-dev-kit/templates/planning/worker-contract.md;agent-dev-kit/skills/adk-worktree-governance/SKILL.md	reports/wechat-absorb-batch-2026-05-23-p1-001.md	Absorbed planner schema validation before worker/worktree dispatch: required fields, dependsOn, DAG, context budget and retry budget.
wechat-0113	MERGE	absorbed-method-only	agent-dev-kit/docs/skill-agent-runtime-model.md;agent-dev-kit/skills/adk-parallel-agent-governance/SKILL.md	reports/wechat-absorb-batch-2026-05-23-p1-001.md	Absorbed explicit high-risk subagent dispatch contract; automatic trigger alone is not sufficient.
wechat-0130	MERGE	absorbed-method-only	agent-dev-kit/docs/runbooks/security-supply-chain.md;agent-dev-kit/docs/runbooks/planning-execution-loop.md;agent-dev-kit/skills/adk-commit-pr-quality-gate/SKILL.md	reports/wechat-absorb-batch-2026-05-23-p1-001.md	Absorbed deterministic allow-deny or approval gate for destructive/external/payment/delete actions and generated guard review.
wechat-0150	REFERENCE_ONLY	reference-only	agent-dev-kit/skills/adk-commit-pr-quality-gate/SKILL.md;agent-dev-kit/skills/adk-verification-before-completion/SKILL.md	reports/wechat-absorb-batch-2026-05-23-p1-001.md	External React Doctor and npx execution path rejected; general static-quality idea remains covered by deterministic quality gates.
wechat-0156	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p1-001.md	JetBrains plugin, LLM/API/proxy configuration and issue-system integration exceed method-only boundary and are rejected.
wechat-0182	REFERENCE_ONLY	reference-only	agent-dev-kit/skills/adk-code-review-loop/SKILL.md;agent-dev-kit/docs/runbooks/security-supply-chain.md	reports/wechat-absorb-batch-2026-05-23-p1-001.md	Review/security ideas overlap existing ADK review and supply-chain gates; no new stable rule.
wechat-0245	REFERENCE_ONLY	reference-only	agent-dev-kit/skills/adk-test-strategy/SKILL.md;agent-dev-kit/skills/adk-verification-before-completion/SKILL.md	reports/wechat-absorb-batch-2026-05-23-p1-001.md	Quality/test overview is reference-only; existing test and completion gates already cover durable method.
wechat-0253	MERGE	absorbed-method-only	agent-dev-kit/templates/planning/worker-contract.md;agent-dev-kit/skills/adk-parallel-agent-governance/SKILL.md;agent-dev-kit/docs/skill-agent-runtime-model.md	reports/wechat-absorb-batch-2026-05-23-p1-001.md	Absorbed report_schema separation for verified facts, inferences, evidence and risks; parent Agent may constrain scope but not rewrite intent.
wechat-0277	REFERENCE_ONLY	reference-only	none	reports/wechat-absorb-batch-2026-05-23-p1-001.md	No new durable ADK gate beyond existing quality and release governance.
wechat-0278	REFERENCE_ONLY	reference-only	none	reports/wechat-absorb-batch-2026-05-23-p1-001.md	No new durable ADK gate beyond existing quality and release governance.
wechat-0280	REFERENCE_ONLY	reference-only	none	reports/wechat-absorb-batch-2026-05-23-p1-001.md	No new durable ADK gate beyond existing quality and release governance.
wechat-0282	MERGE	absorbed-method-only	agent-dev-kit/docs/runbooks/token-context-governance.md;agent-dev-kit/docs/runbooks/security-supply-chain.md;agent-dev-kit/skills/adk-verification-before-completion/SKILL.md	reports/wechat-absorb-batch-2026-05-23-p1-001.md	Absorbed model-switch regression and no gate relaxation rule for tools, context and permissions.
wechat-0289	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/skill-agent-runtime-model.md;agent-dev-kit/skills/adk-parallel-agent-governance/SKILL.md	reports/wechat-absorb-batch-2026-05-23-p1-001.md	Generic multi-agent runtime guidance duplicates existing runtime model and parallel governance.
wechat-0306	MERGE	absorbed-method-only	agent-dev-kit/docs/runbooks/planning-execution-loop.md	reports/wechat-absorb-batch-2026-05-23-p1-001.md	Absorbed lightweight/standard/strict gate selection by project type, behavior change, impact and risk.
wechat-0310	MERGE	absorbed-method-only	agent-dev-kit/docs/runbooks/token-context-governance.md;agent-dev-kit/docs/runbooks/planning-execution-loop.md;agent-dev-kit/skills/adk-commit-pr-quality-gate/SKILL.md	reports/wechat-absorb-batch-2026-05-23-p1-001.md	Absorbed resume failure-path carryover, repeated-attempt delta, DB migration and API deletion approval gates.
wechat-0010	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	OpenCode install, Docker, model, API and plugin tutorial rejected; existing supply-chain gates cover stable safety advice.
wechat-0017	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	Local model, GPU, benchmark, cost and install claims are unstable external runtime content.
wechat-0022	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	Hermes deployment, curl install, API key, cloud and gateway configuration are external runtime connectors.
wechat-0028	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	Hermes deployment architecture contains clone, Docker, Modal, secrets and bot token setup; no ADK asset imported.
wechat-0030	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/security-supply-chain.md;agent-dev-kit/docs/runbooks/planning-execution-loop.md	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	Framework comparison and rankings kept as reference; whitelist, approval, logging and cost controls already covered.
wechat-0035	MERGE	absorbed-method-only	agent-dev-kit/docs/runbooks/security-supply-chain.md	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	Absorbed GUI/Computer Use least-privilege automation gate; plugins, marketplace, install paths and cron remain report-only.
wechat-0039	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/planning-execution-loop.md	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	AutoGPT/CrewAI/LangGraph comparison, stars, cost and recommendations are unstable; state and approval gates already covered.
wechat-0041	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/planning-execution-loop.md	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	OpenSpec manual duplicates existing spec-driven execution, validation and archive gates; commands not imported.
wechat-0057	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/planning-execution-loop.md	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	Codex+OpenSpec+Superpowers workflow overlaps existing spec-driven planning; external combined skill remains report-only.
wechat-0068	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/planning-execution-loop.md;agent-dev-kit/docs/runbooks/security-supply-chain.md	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	gstack, Superpowers and Compound Engineering command mix kept as reference; review, TDD and release gates already covered.
wechat-0077	MERGE	absorbed-method-only	agent-dev-kit/skills/adk-runtime-router/SKILL.md;agent-dev-kit/docs/skill-agent-runtime-model.md	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	Absorbed routing responsibility split and benchmark/negative-boundary regression gate; intent-fusion code and APIs rejected.
wechat-0082	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	Codex CLI tips include API, pricing, model, MCP and sandbox-bypass aliases; rejected from method-only absorption.
wechat-0099	REJECT	rejected	agent-dev-kit/docs/runbooks/security-supply-chain.md;agent-dev-kit/docs/runbooks/mcp-governance.md	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	Tool platform with remote access, cron, MCP and multi-agent install content adds no new gate beyond existing runtime governance.
wechat-0105	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/security-supply-chain.md;agent-dev-kit/docs/runbooks/mcp-governance.md	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	Confused Deputy, BASE_URL hijack and untrusted tool-call analysis are useful reference; current provider relay and tool policy gates cover it.
wechat-0106	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	Gameified AI coding product and source candidate are outside ADK stable method boundary.
wechat-0107	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	Agent framework comparison, code examples and market recommendations rejected as unstable selection content.
wechat-0115	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/skill-agent-runtime-model.md;agent-dev-kit/docs/runbooks/mcp-governance.md	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	Tool-call primer and OpenAI message examples duplicate runtime layering and MCP tool-call boundaries.
wechat-0128	REJECT	rejected	agent-dev-kit/docs/runbooks/security-supply-chain.md;agent-dev-kit/docs/runbooks/mcp-governance.md	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	Codex++ CDP injection, local port, delete-session and auto-update behavior are high-risk runtime bypasses.
wechat-0129	REJECT	rejected	agent-dev-kit/docs/runbooks/security-supply-chain.md;agent-dev-kit/docs/runbooks/mcp-governance.md	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	Termux, ADB and UiAutomator mobile automation with cron and social/payment-like actions rejected as high-risk autonomy.
wechat-0145	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	Zerostack performance, install, model and MCP tool claims do not add an ADK gate.
wechat-0146	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	Superpowers+Codex+VSCode setup includes extension, API key, VSIX and initialization commands; rejected.
wechat-0148	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/skill-curation-delivery.md	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	Agent framework rankings and selection tree kept only as candidate discovery background.
wechat-0157	REJECT	rejected	agent-dev-kit/docs/runbooks/security-supply-chain.md;agent-dev-kit/docs/runbooks/mcp-governance.md	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	Feishu remote Codex, yolo mode, SSH, GPU and message-bot automation rejected as high-risk remote control.
wechat-0159	REJECT	rejected	agent-dev-kit/docs/runbooks/security-supply-chain.md;agent-dev-kit/docs/runbooks/mcp-governance.md	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	codex-proxy, provider relay, model API and config write tutorial rejected; base URL trust gates already cover stable risk.
wechat-0170	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/security-supply-chain.md;agent-dev-kit/docs/skill-agent-runtime-model.md	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	Codex install, model, API, MCP, Cloud and exec semantics are runtime details; sandbox and secret boundaries already covered.
wechat-0172	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	Full Power, skip-confirmation, performance config and command tutorial rejected; least privilege and verification gates already cover stable method.
wechat-0174	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/skill-agent-runtime-model.md;agent-dev-kit/docs/runbooks/security-supply-chain.md	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	Hermes runtime layering kept as architecture reference; install, gateway, message platform and provider connectors rejected.
wechat-0179	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	Star-driven must-install plugin article rejected as marketplace promotion.
wechat-0180	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/planning-execution-loop.md;agent-dev-kit/docs/skill-agent-runtime-model.md	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	SDD tool comparison retained as reference; tool selection, stars and trends not absorbed.
wechat-0186	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	Superpowers command cheat sheet and install tutorial duplicate existing adk route coverage.
wechat-0205	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	Hermes install, API key, browser automation, hooks, memory add-ons, Docker profile and Skill market rejected.
wechat-0214	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	Six-framework command handbook with git, uv, npx, plugin market and rankings rejected.
wechat-0217	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	Superpowers full install and platform configuration tutorial rejected; worktree, TDD, review and verification already covered.
wechat-0218	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/skill-agent-runtime-model.md;agent-dev-kit/docs/runbooks/planning-execution-loop.md	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	Engineering route layering kept as reference; hooks, memory operation and project state machines require separate review.
wechat-0224	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	OpenCode, superpowers and gstack setup writes user directories, installs plugins, clones repos and creates symlinks; rejected.
wechat-0226	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	Multica/Kimi autonomous team tutorial includes curl|bash, hosted/self-hosted setup, repo binding, webhook and Autopilot.
wechat-0248	MERGE	absorbed-method-only	agent-dev-kit/skills/adk-systematic-debugging/SKILL.md	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	Absorbed AI tool/CLI behavior drift debugging gate: reproduce, check docs/version, trace source/config decision and git timeline before root-cause claims.
wechat-0257	REFERENCE_ONLY	reference-only	none	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	OpenSpec+Superpowers installation and combination tutorial duplicates planning, review, verification and worktree gates.
wechat-0263	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	Third-party provider, API key, MCP and disabled sandbox/approval configuration rejected.
wechat-0276	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	Hermes, WSL, DeepSeek, WeChat Bot, gateway and autostart installation tutorial rejected.
wechat-0279	REFERENCE_ONLY	reference-only	none	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	Hermes checkpoints and resume tutorial duplicates planning and token-context recovery gates.
wechat-0293	REFERENCE_ONLY	reference-only	none	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	Spec critique retained as background; existing spec gate already requires requirements, design, task and verification evidence.
wechat-0294	REFERENCE_ONLY	reference-only	none	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	Qoder, Kiro, Claude and Harness Engineering product review kept as reference only.
wechat-0296	REFERENCE_ONLY	reference-only	none	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	Spec-Kit, OpenSpec, Superpowers and GSD comparison/install guide kept as reference only.
wechat-0297	REFERENCE_ONLY	reference-only	none	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	Superpowers/GSD/GSD-2 tool overview duplicates context engineering, wave, resume and budget governance.
wechat-0300	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	everything-claude-code marketplace/plugin/hook/agent/skill collection rejected pending supply-chain review.
wechat-0307	REFERENCE_ONLY	reference-only	none	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	VibeFlow external orchestration project duplicates state, wiki, rules, review and hard-gate methods already covered.
wechat-0312	REFERENCE_ONLY	reference-only	none	reports/wechat-absorb-batch-2026-05-23-p2-external-001.md	OpenSpec/Superpowers coordination guidance already covered by runtime model, composition governance and planning loop.
wechat-0003	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/skill-agent-runtime-model.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Agents, Skills, Rules and Hooks layering already covered; external config and plugin setup not absorbed.
wechat-0006	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Codex SDK cross-language migration summary is narrow and adds no durable ADK gate.
wechat-0007	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/planning-execution-loop.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Goal, context, constraints, done criteria, planning and AGENTS/Skill/MCP boundaries are already covered.
wechat-0008	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/token-context-governance.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Visual collaboration token and observability tradeoffs are already covered by context budget and evidence tiers.
wechat-0009	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/planning-execution-loop.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	C++ engineering plan-first and verification-loop guidance is already covered by planning, testing and security assets.
wechat-0011	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Claude permission configuration and external settings repository recommendation not absorbed.
wechat-0014	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/planning-execution-loop.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Legacy project version-constraint method is reference-only; Node/Vue tutorial details stay out of ADK.
wechat-0018	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Codex CLI product/use guide lacks reusable ADK gate.
wechat-0019	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Claude commands, config, alias and template tricks are platform configuration content.
wechat-0023	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/token-context-governance.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	CLAUDE.md, context rot, subagent, worktree and review methods are already covered by ADK assets.
wechat-0024	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Hermes/OpenClaw selection, memory hit-rate and tool claims are external workflow claims.
wechat-0029	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Hermes personal SOUL/USER/AGENTS digital-identity configuration raises privacy and memory risks without new gate.
wechat-0031	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/planning-execution-loop.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Debate team, constraint layers, external audit and non-invasive extension overlap existing planner/critic and security boundaries.
wechat-0032	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Cron, gateway and message-delivery tutorial is high-risk autonomous trigger setup.
wechat-0033	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Mobile remote control, SSH and product quota/news content add no ADK gate.
wechat-0034	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Skill list and plugin-market recommendation content rejected from direct absorption.
wechat-0036	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Hermes cron/background task/message delivery tutorial already covered as high-risk autonomous entry.
wechat-0042	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/token-context-governance.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Accumulating runnable PoC/answer examples is reference-only; external curl/GitHub examples require supply-chain review.
wechat-0043	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/skill-agent-runtime-model.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Cursor Rules modular triggers, globs and Good/Bad examples overlap ADK Skill/AGENTS layering.
wechat-0044	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Robot remote control, WebSocket, API key and hardware-action code lacks safe ADK authorization boundary.
wechat-0048	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Windows desktop control and computer-use remote operation tutorial is high-risk GUI automation.
wechat-0049	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Hermes install, gateway, plugins, bot, MCP and internal model config are external runtime connectors.
wechat-0050	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	MCP, cron, SSH, PR comment and message-push cases are high-risk automation examples without new gate.
wechat-0053	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/planning-execution-loop.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Large-codebase explore-plan-implement, AGENTS, MCP, hooks, skills and subagent guidance is already covered.
